"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,72.82787,,
"ESP","Spain","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,74.13934,,
"ESP","Spain","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,75.11105,,
"ESP","Spain","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,75.95212,,
"ESP","Spain","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,76.30698,,
"ESP","Spain","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,75.97247,,
"ESP","Spain","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,76.17154,,
"ESP","Spain","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,75.58978,,
"ESP","Spain","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,75.46165,,
"ESP","Spain","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,75.53911,,
"ESP","Spain","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2020","2020","PC","Percentage","0","Units",,,75.48441,,
"ESP","Spain","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2021","2021","PC","Percentage","0","Units",,,75.75391,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2005","2005","PER","Persons","3","Thousands",,,1933.55,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2006","2006","PER","Persons","3","Thousands",,,1840.875,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2007","2007","PER","Persons","3","Thousands",,,1846.15,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2595.925,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2009","2009","PER","Persons","3","Thousands",,,4153.55,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4640.15,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2011","2011","PER","Persons","3","Thousands",,,5012.675,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2012","2012","PER","Persons","3","Thousands",,,5811.025,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2013","2013","PER","Persons","3","Thousands",,,6051.125,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2014","2014","PER","Persons","3","Thousands",,,5610.4,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2015","2015","PER","Persons","3","Thousands",,,5055.975,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2016","2016","PER","Persons","3","Thousands",,,4481.175,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2017","2017","PER","Persons","3","Thousands",,,3916.925,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2018","2018","PER","Persons","3","Thousands",,,3479.125,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2019","2019","PER","Persons","3","Thousands",,,3247.775,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2020","2020","PER","Persons","3","Thousands",,,3530.925,,
"ESP","Spain","YGTT06L1_ST","Unemployment","A","Annual","2021","2021","PER","Persons","3","Thousands",,,3429.55,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2005","2005","PC","Percentage","0","Units",,,9.151408,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2006","2006","PC","Percentage","0","Units",,,8.454761,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2007","2007","PC","Percentage","0","Units",,,8.232014,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2008","2008","PC","Percentage","0","Units",,,11.2443,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2009","2009","PC","Percentage","0","Units",,,17.85731,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2010","2010","PC","Percentage","0","Units",,,19.85984,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2011","2011","PC","Percentage","0","Units",,,21.39076,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2012","2012","PC","Percentage","0","Units",,,24.78872,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2013","2013","PC","Percentage","0","Units",,,26.09209,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2014","2014","PC","Percentage","0","Units",,,24.44325,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2015","2015","PC","Percentage","0","Units",,,22.05702,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2016","2016","PC","Percentage","0","Units",,,19.63418,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2017","2017","PC","Percentage","0","Units",,,17.22489,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2018","2018","PC","Percentage","0","Units",,,15.25801,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2019","2019","PC","Percentage","0","Units",,,14.10615,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2020","2020","PC","Percentage","0","Units",,,15.53003,,
"ESP","Spain","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2021","2021","PC","Percentage","0","Units",,,14.78679,,
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2005","2005","PER","Persons","3","Thousands",,,4687.325,"B","Break"
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2006","2006","PER","Persons","3","Thousands",,,4766.25,,
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2007","2007","PER","Persons","3","Thousands",,,4838.8,,
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2008","2008","PER","Persons","3","Thousands",,,4898.35,,
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2009","2009","PER","Persons","3","Thousands",,,4909.325,,
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4949.85,,
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2011","2011","PER","Persons","3","Thousands",,,5017.475,,
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2012","2012","PER","Persons","3","Thousands",,,5060.75,,
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2013","2013","PER","Persons","3","Thousands",,,5116.475,,
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2014","2014","PER","Persons","3","Thousands",,,5184.475,,
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2015","2015","PER","Persons","3","Thousands",,,5225.125,,
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2016","2016","PER","Persons","3","Thousands",,,5278.925,,
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2017","2017","PER","Persons","3","Thousands",,,5383.3,,
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2018","2018","PER","Persons","3","Thousands",,,5443.75,"B","Break"
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2019","2019","PER","Persons","3","Thousands",,,5507.9,,
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2020","2020","PER","Persons","3","Thousands",,,5522.15,"B","Break"
"SWE","Sweden","YGTT07L1_ST","Labour force","A","Annual","2021","2021","PER","Persons","3","Thousands",,,5609.575,,
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2005","2005","PER","Persons","3","Thousands",,,2225.9,"B","Break"
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2006","2006","PER","Persons","3","Thousands",,,2262.775,,
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2007","2007","PER","Persons","3","Thousands",,,2299.05,,
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2323.7,,
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2009","2009","PER","Persons","3","Thousands",,,2326.6,,
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2010","2010","PER","Persons","3","Thousands",,,2328.55,,
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,2371.8,,
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,2399.825,,
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2428.575,,
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2458.9,,
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2488.275,,
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2513.775,,
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2557.325,,
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2590.975,"B","Break"
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2019","2019","PER","Persons","3","Thousands",,,2620.425,,
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2020","2020","PER","Persons","3","Thousands",,,2604.725,"B","Break"
"SWE","Sweden","YGFE07L1_ST","Labour force females","A","Annual","2021","2021","PER","Persons","3","Thousands",,,2642.75,,
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,2461.425,"B","Break"
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,2503.45,,
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,2539.725,,
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2574.65,,
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,2582.725,,
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,2621.325,,
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,2645.675,,
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,2660.925,,
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2687.925,,
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2725.55,,
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2736.875,,
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2765.125,,
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2826,,
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2852.775,"B","Break"
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,2887.45,,
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2020","2020","PER","Persons","3","Thousands",,,2917.45,"B","Break"
"SWE","Sweden","YGMA07L1_ST","Labour force males","A","Annual","2021","2021","PER","Persons","3","Thousands",,,2966.825,,
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2005","2005","PER","Persons","3","Thousands",,,4336.425,"B","Break"
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2006","2006","PER","Persons","3","Thousands",,,4429.45,,
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2007","2007","PER","Persons","3","Thousands",,,4540.675,,
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2008","2008","PER","Persons","3","Thousands",,,4592.975,,
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2009","2009","PER","Persons","3","Thousands",,,4499.325,,
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4523.7,,
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2011","2011","PER","Persons","3","Thousands",,,4625.875,,
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2012","2012","PER","Persons","3","Thousands",,,4657.125,,
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2013","2013","PER","Persons","3","Thousands",,,4704.475,,
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2014","2014","PER","Persons","3","Thousands",,,4772.125,,
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2015","2015","PER","Persons","3","Thousands",,,4836.85,,
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2016","2016","PER","Persons","3","Thousands",,,4909.9,,
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2017","2017","PER","Persons","3","Thousands",,,5021.65,,
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2018","2018","PER","Persons","3","Thousands",,,5097.275,"B","Break"
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2019","2019","PER","Persons","3","Thousands",,,5131.55,,
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2020","2020","PER","Persons","3","Thousands",,,5064.325,"B","Break"
"SWE","Sweden","YGTT08L1_ST","Employment","A","Annual","2021","2021","PER","Persons","3","Thousands",,,5120.3,,
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2005","2005","PER","Persons","3","Thousands",,,2061.775,"B","Break"
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2006","2006","PER","Persons","3","Thousands",,,2098.6,,
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2007","2007","PER","Persons","3","Thousands",,,2150.375,,
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2171.15,,
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2009","2009","PER","Persons","3","Thousands",,,2140.175,,
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2010","2010","PER","Persons","3","Thousands",,,2130.125,,
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,2187.675,,
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,2214.775,,
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2237,,
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2269.725,,
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2306.875,,
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2348.225,,
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2392.6,,
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2429.4,"B","Break"
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2019","2019","PER","Persons","3","Thousands",,,2438.15,,
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2020","2020","PER","Persons","3","Thousands",,,2388.875,"B","Break"
"SWE","Sweden","YGFE08L1_ST","Employment females","A","Annual","2021","2021","PER","Persons","3","Thousands",,,2403.5,,
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,47.5455,"B","Break"
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,47.37834,,
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,47.35805,,
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,47.2711,,
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,47.56658,,
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,47.08811,,
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,47.29213,,
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,47.5567,,
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,47.55047,,
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,47.56215,,
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,47.69375,,
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,47.82633,,
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,47.64569,,
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,47.66076,"B","Break"
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,47.51294,,
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2020","2020","PC","Percentage","0","Units",,,47.17065,"B","Break"
"SWE","Sweden","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2021","2021","PC","Percentage","0","Units",,,46.94061,,
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,2274.65,"B","Break"
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,2330.825,,
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,2390.3,,
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2421.8,,
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,2359.15,,
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,2393.575,,
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,2438.225,,
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,2442.35,,
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2467.5,,
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2502.4,,
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2529.975,,
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2561.675,,
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2629.05,,
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2667.85,"B","Break"
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,2693.4,,
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2020","2020","PER","Persons","3","Thousands",,,2675.425,"B","Break"
"SWE","Sweden","YGMA08L1_ST","Employment males","A","Annual","2021","2021","PER","Persons","3","Thousands",,,2716.8,,
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,52.4545,"B","Break"
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,52.62109,,
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,52.64195,,
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,52.72835,,
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,52.43342,,
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,52.91189,,
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,52.70841,,
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,52.4433,,
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,52.45006,,
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,52.43785,,
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,52.30625,,
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,52.17367,,
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,52.35431,,
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,52.33875,"B","Break"
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,52.48706,,
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2020","2020","PC","Percentage","0","Units",,,52.82886,"B","Break"
"SWE","Sweden","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2021","2021","PC","Percentage","0","Units",,,53.05939,,
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2005","2005","PER","Persons","3","Thousands",,,98.825,"B","Break"
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2006","2006","PER","Persons","3","Thousands",,,95.9,,
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2007","2007","PER","Persons","3","Thousands",,,99.175,"B","Break"
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2008","2008","PER","Persons","3","Thousands",,,97,,
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2009","2009","PER","Persons","3","Thousands",,,97.6,,
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2010","2010","PER","Persons","3","Thousands",,,94.8,,
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2011","2011","PER","Persons","3","Thousands",,,91.625,,
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2012","2012","PER","Persons","3","Thousands",,,95.425,,
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2013","2013","PER","Persons","3","Thousands",,,95.15,,
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2014","2014","PER","Persons","3","Thousands",,,93.7,,
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2015","2015","PER","Persons","3","Thousands",,,97.9,,
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2016","2016","PER","Persons","3","Thousands",,,92.025,,
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2017","2017","PER","Persons","3","Thousands",,,91.45,,
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2018","2018","PER","Persons","3","Thousands",,,87.875,"B","Break"
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2019","2019","PER","Persons","3","Thousands",,,86.225,,
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2020","2020","PER","Persons","3","Thousands",,,86.95,"B","Break"
"SWE","Sweden","YGTT09L1_ST","Employment in agriculture","A","Annual","2021","2021","PER","Persons","3","Thousands",,,99.525,,
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.278951,"B","Break"
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,2.165054,,
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.184147,"B","Break"
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.111921,,
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.169214,,
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.09563,,
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.980706,,
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.049011,,
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.022542,,
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.963486,,
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.024045,,
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.874274,,
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.821115,,
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.72396,"B","Break"
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.680292,,
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.716912,"B","Break"
