"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ITA","Italy","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.82535,,
"ITA","Italy","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.828574,,
"ITA","Italy","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.786256,,
"ITA","Italy","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.777649,,
"ITA","Italy","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.762285,,
"ITA","Italy","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.733197,,
"ITA","Italy","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.735658,,
"ITA","Italy","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.736708,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2005","2005","COP","Colombian Peso","0","Units",,,2284.22,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2006","2006","COP","Colombian Peso","0","Units",,,2225.44,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2007","2007","COP","Colombian Peso","0","Units",,,1987.81,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","COP","Colombian Peso","0","Units",,,2198.09,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","COP","Colombian Peso","0","Units",,,2044.23,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","COP","Colombian Peso","0","Units",,,1989.88,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","COP","Colombian Peso","0","Units",,,1942.7,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","COP","Colombian Peso","0","Units",,,1771.54,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","COP","Colombian Peso","0","Units",,,1922.56,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","COP","Colombian Peso","0","Units",,,2392.46,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","COP","Colombian Peso","0","Units",,,3149.47,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","COP","Colombian Peso","0","Units",,,3000.71,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","COP","Colombian Peso","0","Units",,,2971.63,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","COP","Colombian Peso","0","Units",,,3275.01,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","COP","Colombian Peso","0","Units",,,3294.05,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","COP","Colombian Peso","0","Units",,,3444.9,,
"COL","Colombia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","COP","Colombian Peso","0","Units",,,3997.71,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2005","2005","ILS","New Israeli Sheqel","0","Units",,,3.743627,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2006","2006","ILS","New Israeli Sheqel","0","Units",,,3.867634,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2007","2007","ILS","New Israeli Sheqel","0","Units",,,3.815097,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","ILS","New Israeli Sheqel","0","Units",,,4.007356,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","ILS","New Israeli Sheqel","0","Units",,,4.044661,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","ILS","New Israeli Sheqel","0","Units",,,4.082308,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","ILS","New Israeli Sheqel","0","Units",,,4.038416,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","ILS","New Israeli Sheqel","0","Units",,,4.011638,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","ILS","New Israeli Sheqel","0","Units",,,4.14634,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","ILS","New Israeli Sheqel","0","Units",,,4.310174,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","ILS","New Israeli Sheqel","0","Units",,,4.277957,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","ILS","New Israeli Sheqel","0","Units",,,4.069245,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","ILS","New Israeli Sheqel","0","Units",,,4.043987,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","ILS","New Israeli Sheqel","0","Units",,,4.003563,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","ILS","New Israeli Sheqel","0","Units",,,4.124601,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2020","2020","ILS","New Israeli Sheqel","0","Units",,,4.102458,,
"ISR","Israel","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2021","2021","ILS","New Israeli Sheqel","0","Units",,,4.081693,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2005","2005","JPY","Yen","0","Units",,,117.97,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2006","2006","JPY","Yen","0","Units",,,118.95,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2007","2007","JPY","Yen","0","Units",,,114,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","JPY","Yen","0","Units",,,90.75,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","JPY","Yen","0","Units",,,92.06,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","JPY","Yen","0","Units",,,81.45,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","JPY","Yen","0","Units",,,77.72,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","JPY","Yen","0","Units",,,86.55,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","JPY","Yen","0","Units",,,105.3,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","JPY","Yen","0","Units",,,120.64,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","JPY","Yen","0","Units",,,120.5,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","JPY","Yen","0","Units",,,116.8,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","JPY","Yen","0","Units",,,112.9,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","JPY","Yen","0","Units",,,110.83,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","JPY","Yen","0","Units",,,109.12,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","JPY","Yen","0","Units",,,103.63,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","JPY","Yen","0","Units",,,114.21,,
"JPN","Japan","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","JPY","Yen","0","Units",,,132.65,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.847673,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.759301,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.679302,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.718546,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.694155,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.748391,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.772857,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.75792,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.725111,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.823655,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.918527,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.948677,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.83382,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.873362,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.890155,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.81493,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.882924,,
"FIN","Finland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.937559,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2005","2005","DKK","Danish Krone","0","Units",,,9.066041,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2006","2006","DKK","Danish Krone","0","Units",,,8.858597,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2007","2007","DKK","Danish Krone","0","Units",,,8.657624,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","DKK","Danish Krone","0","Units",,,8.54557,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","DKK","Danish Krone","0","Units",,,8.455216,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","DKK","Danish Krone","0","Units",,,8.383302,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","DKK","Danish Krone","0","Units",,,8.360319,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","DKK","Danish Krone","0","Units",,,8.408242,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","DKK","Danish Krone","0","Units",,,8.261584,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","DKK","Danish Krone","0","Units",,,8.282344,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","DKK","Danish Krone","0","Units",,,8.290604,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","DKK","Danish Krone","0","Units",,,8.198279,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","DKK","Danish Krone","0","Units",,,7.985071,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","DKK","Danish Krone","0","Units",,,7.777277,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2019","2019","DKK","Danish Krone","0","Units",,,7.725996,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2020","2020","DKK","Danish Krone","0","Units",,,7.719991,,
"DNK","Denmark","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2021","2021","DKK","Danish Krone","0","Units",,,7.789356,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.519627,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.535433,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.532356,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.525769,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.52259,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.486037,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.491473,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.489344,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.478897,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.482583,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.485144,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.511566,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.532715,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.547539,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.535921,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.544406,,
"SVK","Slovak Republic","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.5615,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,1.067913,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,1.063114,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,1.065909,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,1.072354,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,1.017866,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.96576,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.959425,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.96529,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.966301,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.989511,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.999033,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.974604,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.986703,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.989876,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.983715,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,1.029669,,
"IRL","Ireland","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,1.052665,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.993688,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.978493,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.99981,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.990944,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,1.020384,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,1.061189,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,1.053661,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,1.048505,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,1.020243,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,1.034478,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,1.02929,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,1.004311,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,1.004045,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.986642,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.999677,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,1.040177,,
"LUX","Luxembourg","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,1.049705,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.847673,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.759301,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.679302,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.718546,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.694155,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.748391,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.772857,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.75792,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.725111,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.823655,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.918527,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.948677,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.83382,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.873362,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.890155,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.81493,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.882924,,
"ITA","Italy","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.937559,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","MXN","Mexican Peso","0","Units",,,7.126862,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","MXN","Mexican Peso","0","Units",,,7.155423,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","MXN","Mexican Peso","0","Units",,,7.370463,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","MXN","Mexican Peso","0","Units",,,7.469532,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","MXN","Mexican Peso","0","Units",,,7.434067,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","MXN","Mexican Peso","0","Units",,,7.679662,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","MXN","Mexican Peso","0","Units",,,7.673013,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","MXN","Mexican Peso","0","Units",,,7.858708,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","MXN","Mexican Peso","0","Units",,,7.884359,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","MXN","Mexican Peso","0","Units",,,8.045318,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","MXN","Mexican Peso","0","Units",,,8.327595,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","MXN","Mexican Peso","0","Units",,,8.446043,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","MXN","Mexican Peso","0","Units",,,8.913552,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","MXN","Mexican Peso","0","Units",,,9.276363,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","MXN","Mexican Peso","0","Units",,,9.663232,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","MXN","Mexican Peso","0","Units",,,10.039112,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","MXN","Mexican Peso","0","Units",,,10.398441,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.554105,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.584743,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.614509,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.625117,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.599233,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.58666,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.58783,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.59806,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.59817,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.598979,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.603207,,
